TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_DIRECTION,CRASH_DAY_OF_WEEK,CRASH_DATE_month,CRASH_DATE_hour,POSTED_SPEED_LIMIT,NUM_UNITS,LATITUDE,LONGITUDE,Severity
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,HEAD ON,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,careless driving,others,S,3,7,15,0.2525400696474301,-0.08823949142329818,-0.8933264919786925,0.5846193652221305,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,6,6,6,0.2525400696474301,-0.08823949142329818,0.12484304714130359,0.295767955457866,2
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,dangerous driving,others,W,1,12,18,0.2525400696474301,-0.08823949142329818,1.2315795900681201,0.1273640876681105,2
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,6,7,21,0.2525400696474301,-0.08823949142329818,-1.6551730959457205,1.253574559077482,2
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,external factors,W,2,6,19,-0.5669715719256664,-0.08823949142329818,1.9066477670674387,0.1194533217853556,2
NO CONTROLS,NO CONTROLS,CLEAR,DAWN,OTHER OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,1,9,2,0.2525400696474301,-2.236113601203421,-1.4096519628571444,-0.25691176112597963,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,careless driving,S,7,2,14,0.2525400696474301,-0.08823949142329818,-0.9799663033365921,0.418590024429565,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,dangerous driving,vehicle conditions,S,4,12,6,0.2525400696474301,2.0596346183568244,-0.732625643355756,-0.40930253974984376,2
NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,3,9,15,0.2525400696474301,-0.08823949142329818,0.36094821904246943,-1.2885283773277567,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,7,9,7,1.0720517112205266,-0.08823949142329818,1.6461520268917165,-1.1699762320665217,2
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,N,2,11,17,0.2525400696474301,-0.08823949142329818,1.6159163350089458,-0.3414342399287927,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,7,5,14,0.2525400696474301,2.0596346183568244,1.1480353794482046,0.3143365583540508,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,driver conditions,dangerous driving,W,3,10,14,1.0720517112205266,-0.08823949142329818,1.4422733673079262,0.16176433634380755,2
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,4,4,17,0.2525400696474301,-0.08823949142329818,0.5575093217061315,0.7204310081438768,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,careless driving,dangerous driving,S,3,5,17,0.2525400696474301,-0.08823949142329818,-0.196857141243772,-0.10436463810776811,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,OTHER,STRAIGHT AND LEVEL,WET,NO DEFECTS,dangerous driving,others,N,7,9,13,0.2525400696474301,-0.08823949142329818,1.5615560865310425,-2.15678558336748,2
NO CONTROLS,NO CONTROLS,CLEAR,DUSK,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,W,3,6,22,0.2525400696474301,-0.08823949142329818,1.6511672430946378,-0.406457575785931,2
NO CONTROLS,NO CONTROLS,CLEAR,DUSK,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,N,3,9,19,0.2525400696474301,-0.08823949142329818,0.7030300506857589,0.3637658770266373,2
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,HEAD ON,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,driver conditions,dangerous driving,S,2,5,18,0.2525400696474301,-0.08823949142329818,-0.4248330732753964,-1.0896774197351773,2
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,5,4,15,0.2525400696474301,2.0596346183568244,0.495801196697347,-1.387080499154612,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO DEFECTS,dangerous driving,dangerous driving,N,7,8,17,0.2525400696474301,-0.08823949142329818,0.33373931627425485,-0.07970592719805587,2
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,7,9,10,-0.5669715719256664,-0.08823949142329818,-1.3957313621083889,-0.7177264613461662,2
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,6,6,15,-0.5669715719256664,-0.08823949142329818,0.7844052474867456,0.3509763508366191,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,2,2,17,0.2525400696474301,-0.08823949142329818,0.28445107051715746,-1.2024235626870343,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,1,7,18,1.0720517112205266,-0.08823949142329818,1.119238322158267,-2.693257135467243,2
STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,5,6,10,0.2525400696474301,-0.08823949142329818,0.5790202391234359,0.8559647186306484,2
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,7,7,17,1.891563352793623,-0.08823949142329818,1.4079940293758595,0.4911610364403564,2
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,4,5,3,0.2525400696474301,-2.236113601203421,0.5406007274017076,-1.1113224250084122,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,2,3,16,1.0720517112205266,-0.08823949142329818,-1.877692723898197,-0.03740294634645648,2
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,W,5,12,11,0.2525400696474301,-0.08823949142329818,-0.8913323325342541,0.5521087628170699,2
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,7,6,8,-3.025506496644956,-2.236113601203421,-1.4023878534449015,0.7691335046624903,2
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,6,5,21,0.2525400696474301,-0.08823949142329818,-0.5114024502044355,-0.7510168068933847,2
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,W,7,9,20,0.2525400696474301,2.0596346183568244,1.130420257656264,-1.8420642841175654,2
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,5,2,11,0.2525400696474301,-0.08823949142329818,0.13769751137241967,0.6479669543706671,2
FLASHING CONTROL SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,4,2,17,0.2525400696474301,-0.08823949142329818,-1.7436379447297239,0.6176531395384031,2
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,E,6,10,16,0.2525400696474301,-0.08823949142329818,-1.459859031751542,1.0982510884091352,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,3,9,22,0.2525400696474301,-2.236113601203421,-0.7282633787090397,0.4962754296013146,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,7,9,1,0.2525400696474301,-0.08823949142329818,-0.2841968254192428,0.06328928736484049,2
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,6,9,14,0.2525400696474301,2.0596346183568244,0.2212870554727268,-1.111987717423613,2
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,W,5,10,21,-2.2059948550718596,-0.08823949142329818,-1.7194385989831396,0.6748366936559419,2
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,4,10,14,0.2525400696474301,-0.08823949142329818,0.9196729278347848,-1.5794100824302104,2
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,vehicle conditions,others,N,6,12,12,0.2525400696474301,-0.08823949142329818,0.5909440302345775,-0.7962028906758767,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,1,11,21,0.2525400696474301,-0.08823949142329818,0.6273837659391099,-0.8966599143600161,2
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,careless driving,careless driving,S,2,10,8,0.2525400696474301,-0.08823949142329818,0.21124320865312263,-0.9502838090285467,2
NO CONTROLS,NO CONTROLS,CLEAR,DUSK,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,2,11,16,0.2525400696474301,-0.08823949142329818,-0.879579916689441,0.08651201120816877,2
OTHER,OTHER,RAIN,DAYLIGHT,PEDALCYCLIST,PARKING LOT,STRAIGHT AND LEVEL,WET,NO DEFECTS,others,others,W,1,12,9,0.2525400696474301,-0.08823949142329818,1.133722760258712,-1.4913130268528751,2
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,OTHER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,5,6,20,1.0720517112205266,-0.08823949142329818,-1.2750560889637512,-0.05790921171117798,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,"FIVE POINT, OR MORE",STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,dangerous driving,W,7,9,0,0.2525400696474301,-0.08823949142329818,0.10102566778116653,-0.11766081214201746,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,N,4,7,9,0.2525400696474301,-0.08823949142329818,0.33891038017999464,0.5890447538473695,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,1,2,16,1.891563352793623,-0.08823949142329818,-0.5679594052685668,-1.08400832870583,2
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,2,5,15,-0.5669715719256664,-0.08823949142329818,0.3014249039378787,-0.7217207527989993,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,1,8,5,0.2525400696474301,-0.08823949142329818,0.5381789645440517,-1.1005211482712738,2
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DARKNESS,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,dangerous driving,others,W,3,10,18,0.2525400696474301,-0.08823949142329818,0.30128132651263734,-1.0310059892608014,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,N,3,9,11,0.2525400696474301,-0.08823949142329818,0.6362496894589542,0.2914029972221138,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,2,4,9,0.2525400696474301,2.0596346183568244,-0.03803706582735929,0.7996105644204112,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,5,11,21,0.2525400696474301,-0.08823949142329818,0.1319781727030407,0.8238537550928509,2
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,6,5,15,-3.025506496644956,-0.08823949142329818,-0.4581701332769307,0.809212653946661,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,PEDESTRIAN,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,careless driving,S,3,2,16,-0.5669715719256664,-0.08823949142329818,0.019893366437290998,0.382742998150493,2
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,E,5,9,14,0.2525400696474301,-0.08823949142329818,-1.0301580548150557,1.4923592812276831,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,1,10,13,0.2525400696474301,-0.08823949142329818,-1.4891845982676248,0.6078709765846396,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,4,2,13,0.2525400696474301,2.0596346183568244,-0.17942857203576543,-0.4375592182063513,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,W,1,7,13,0.2525400696474301,-0.08823949142329818,0.2837260383768553,-1.2841510049006584,2
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,6,11,14,0.2525400696474301,-0.08823949142329818,-1.9067143587902318,1.3270330673819415,2
NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PEDESTRIAN,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,4,12,19,0.2525400696474301,-0.08823949142329818,-0.6280924399237341,1.542885547619444,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,OTHER,NO DEFECTS,dangerous driving,dangerous driving,W,2,1,9,0.2525400696474301,-0.08823949142329818,-1.5767952442630488,0.03249086241488184,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,TURNING,CENTER TURN LANE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,6,4,20,0.2525400696474301,-0.08823949142329818,0.8865990074971867,-0.4798750529889628,2
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,E,6,6,10,0.2525400696474301,-0.08823949142329818,0.503701282419639,0.9347482385233731,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,careless driving,careless driving,W,5,6,9,0.2525400696474301,-0.08823949142329818,0.30293363438873555,-0.8259299235512471,2
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,5,10,8,0.2525400696474301,-0.08823949142329818,-1.4572132633598396,1.5940920744915468,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,7,6,21,0.2525400696474301,-0.08823949142329818,-0.9070036485519246,-0.8182093789365064,2
OTHER,OTHER,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,3,1,11,0.2525400696474301,-0.08823949142329818,-0.19284975730896114,0.8836393846150356,2
NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,6,4,23,-0.5669715719256664,-0.08823949142329818,0.10966940704515335,-0.8416411482916922,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,4,10,13,0.2525400696474301,-0.08823949142329818,0.2086400418245699,0.12681803237704728,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,PEDESTRIAN,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",others,others,S,2,11,16,0.2525400696474301,-0.08823949142329818,-1.3126799473185455,1.115481208071894,2
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,5,10,15,0.2525400696474301,2.0596346183568244,0.4563659838520483,-0.7711742740711566,2
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,N,2,4,8,0.2525400696474301,-0.08823949142329818,0.9700547577047872,-2.1603954915394574,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,SHOULDER DEFECT,dangerous driving,dangerous driving,S,3,1,10,0.2525400696474301,2.0596346183568244,-2.253205236243275,0.636584324771268,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,HEAD ON,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,driver conditions,others,S,6,5,10,0.2525400696474301,-0.08823949142329818,-0.5155783490649064,-0.0925659132264001,2
NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,DUSK,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,N,3,4,18,0.2525400696474301,-0.08823949142329818,0.5108633769073937,-1.1308450940309094,2
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,N,3,11,15,0.2525400696474301,-0.08823949142329818,1.1206086588216262,0.011041152329791182,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DUSK,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO DEFECTS,dangerous driving,others,W,1,3,14,0.2525400696474301,-0.08823949142329818,-1.4014048652784068,0.5538966431616755,2
NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,W,6,10,15,0.2525400696474301,-0.08823949142329818,-1.5737370731253728,0.648725099525714,2
NO CONTROLS,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,4,11,16,0.2525400696474301,-0.08823949142329818,1.1446651042848908,0.48574249558997773,2
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,E,7,6,16,0.2525400696474301,-0.08823949142329818,-1.1598721444775935,1.2129641196100838,2
NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,N,1,12,18,0.2525400696474301,-0.08823949142329818,0.40819904999977863,-0.12440249607353036,2
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,7,9,13,0.2525400696474301,-0.08823949142329818,-0.5696564628820208,0.24372961010993763,2
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,W,7,9,0,0.2525400696474301,-0.08823949142329818,0.3457917993645087,0.5666396076773413,2
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,N,4,6,9,0.2525400696474301,-0.08823949142329818,1.144280697852678,-0.8215569485215308,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,dangerous driving,S,3,6,23,0.2525400696474301,-0.08823949142329818,-0.5155783490649064,-0.0925659132264001,2
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,W,1,9,19,0.2525400696474301,-0.08823949142329818,0.9791987530343054,0.45833519137352746,2
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,5,5,18,0.2525400696474301,-0.08823949142329818,-0.9607490171912288,0.21176374377622087,2
NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,others,others,S,4,3,18,0.2525400696474301,-0.08823949142329818,-0.4144885988171199,-0.2380082625842372,2
TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,6,8,12,0.2525400696474301,-0.08823949142329818,-1.0266867804400117,-0.07244007348457814,2
STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,dangerous driving,others,S,5,12,10,0.2525400696474301,-0.08823949142329818,-0.6223590680729341,-0.08815882454017535,2
